,genres,level_0
735,Crime|Drama|Mystery|Thriller,"[u'The Girl with the Dragon Tattoo\xc2' u'Gone Girl\xc2'
 u'State of Play\xc2' u'Edge of Darkness\xc2' u'The Black Dahlia\xc2'
 u'Changeling\xc2' u'Inside Man\xc2' u""Don't Say a Word\xc2""
 u'The Bone Collector\xc2' u'The Pelican Brief\xc2' u'The Client\xc2'
 u'Prisoners\xc2' u'The Pledge\xc2' u'High Crimes\xc2'
 u'Vantage Point\xc2' u'City by the Sea\xc2' u'Extreme Measures\xc2'
 u'L.A. Confidential\xc2' u'Midnight in the Garden of Good and Evil\xc2'
 u'Luther\xc2' u'Femme Fatale\xc2' u'Se7en\xc2' u'Mystic River\xc2'
 u'88 Minutes\xc2' u""Ripley's Game\xc2"" u'Kiss the Girls\xc2'
 u'Lucky Number Slevin\xc2' u'Suspect Zero\xc2'
 u'A Walk Among the Tombstones\xc2' u'Where the Truth Lies\xc2'
 u'In the Valley of Elah\xc2' u'The Glass House\xc2'
 u'Michael Clayton\xc2' u'Copycat\xc2' u'Wild Things\xc2'
 u'Secret in Their Eyes\xc2' u'Perception\xc2' u'Regression\xc2'
 u'The Frozen Ground\xc2' u'Sea of Love\xc2' u'The Salton Sea\xc2'
 u'Trance\xc2' u'Transsiberian\xc2' u'Jindabyne\xc2' u'The Limey\xc2'
 u'Red Riding: In the Year of Our Lord 1974\xc2' u'Swimming Pool\xc2'
 u'Narc\xc2' u'The Usual Suspects\xc2' u'Wonderland\xc2'
 u'Irreversible\xc2' u'The Betrayed\xc2' u'The Following\xc2']"
736,Crime|Drama|Mystery|Thriller|Western,[u'The Hateful Eight\xc2']
737,Crime|Drama|Romance,"[u'Lolita\xc2' u'Married Life\xc2' u'Dinner Rush\xc2'
 u'Mississippi Mermaid\xc2' u'Speedway Junky\xc2' u'Heli\xc2'
 u'On the Waterfront\xc2' u""Pandora's Box\xc2"" u'The Mudge Boy\xc2'
 u'Hurricane Streets\xc2' u'Pierrot le Fou\xc2'
 u'Better Luck Tomorrow\xc2']"
738,Crime|Drama|Romance|Thriller,"[u'Out of Time\xc2' u'Out of Sight\xc2' u'Mean Streets\xc2'
 u'The Next Three Days\xc2' u'Notes on a Scandal\xc2' u'Summer of Sam\xc2'
 u'The Bank Job\xc2' u'The Yards\xc2' u'Escobar: Paradise Lost\xc2'
 u'Baby Boy\xc2' u'Dark Blue\xc2' u'Witness\xc2'
 u'The Postman Always Rings Twice\xc2' u'Killer Joe\xc2' u'Bound\xc2'
 u'The Crying Game\xc2']"
739,Crime|Drama|Sci-Fi|Thriller,[u'Limitless\xc2']
740,Crime|Drama|Sport,[u'Gridiron Gang\xc2' u'Penitentiary\xc2']
741,Crime|Drama|Thriller,"[u'Dutch Kills\xc2' u'The Departed\xc2' u'Road to Perdition\xc2'
 u'Red Dragon\xc2' u'The Score\xc2' u'Collateral\xc2'
 u'Law Abiding Citizen\xc2' u'Hannibal Rising\xc2'
 u'The Life of David Gale\xc2' u'Mad City\xc2' u'Jade\xc2' u'Traffic\xc2'
 u'Panic Room\xc2' u'Child 44\xc2' u'Training Day\xc2' u'Savages\xc2'
 u'Sleepers\xc2' u'Lord of War\xc2' u'A Time to Kill\xc2'
 u'The Talented Mr. Ripley\xc2' u'The Lincoln Lawyer\xc2'
 u'The Rainmaker\xc2' u'Enough\xc2' u'The Town\xc2' u'John Q\xc2'
 u'21\xc2' u'Untraceable\xc2' u'Broken City\xc2'
 u'A History of Violence\xc2' u'Side Effects\xc2' u'Pride and Glory\xc2'
 u'Trapped\xc2' u'Along Came a Spider\xc2' u'We Own the Night\xc2'
 u'Money Monster\xc2' u'Blood and Wine\xc2' u'The Untouchables\xc2'
 u'No Country for Old Men\xc2' u'Blood Ties\xc2' u'The Gambler\xc2'
 u'The Counselor\xc2' u'Out of the Furnace\xc2' u'Arlington Road\xc2'
 u'Lakeview Terrace\xc2' u'The American\xc2' u'Eye for an Eye\xc2'
 u'Shattered\xc2' u'The Informers\xc2' u'City of Ghosts\xc2'
 u'A Simple Plan\xc2' u""Brooklyn's Finest\xc2"" u'Zulu\xc2' u'Cop Land\xc2'
 u'End of Watch\xc2' u'The Place Beyond the Pines\xc2'
 u'A Most Wanted Man\xc2' u'Knockaround Guys\xc2' u'The Son of No One\xc2'
 u'The Killer Inside Me\xc2' u'Brother\xc2' u'Trade\xc2'
 u'Raising Cain\xc2' u'Frailty\xc2' u'Brighton Rock\xc2'
 u'Machine Gun McCain\xc2' u'Dirty Pretty Things\xc2' u'Crash\xc2'
 u'Owning Mahowny\xc2' u'Boiler Room\xc2' u'Nightcrawler\xc2'
 u'10th & Wolf\xc2' u'Fargo\xc2' u'In Too Deep\xc2'
 u'Criminal Activities\xc2' u'Layer Cake\xc2' u'Gomorrah\xc2'
 u'Deadfall\xc2' u'Headhunters\xc2' u'Albino Alligator\xc2'
 u'We Have Your Husband\xc2' u'Trust\xc2' u'Menace II Society\xc2'
 u'Captive\xc2' u'Freeze Frame\xc2' u'N-Secure\xc2' u'Nine Queens\xc2'
 u'Killing Zoe\xc2' u'Reservoir Dogs\xc2' u""Dead Man's Shoes\xc2""
 u'Alone with Her\xc2' u'Jimmy and Judy\xc2' u'Hard Candy\xc2'
 u'London to Brighton\xc2' u'Adulterers\xc2' u'Civil Brand\xc2'
 u'Blue Ruin\xc2' u""Sweet Sweetback's Baadasssss Song\xc2""
 u'The Dirties\xc2']"
742,Crime|Drama|Western,[u'Appaloosa\xc2' u'The Proposition\xc2']
743,Crime|Fantasy|Horror,[u'From Dusk Till Dawn\xc2']
744,Crime|Film-Noir|Thriller,[u'Niagara\xc2']
745,Crime|Horror,"[u""The Devil's Rejects\xc2""]"
746,Crime|Horror|Music|Thriller,[u'Green Room\xc2']
747,Crime|Horror|Mystery|Thriller,"[u'Eye See You\xc2' u'The Watcher\xc2' u'Mindhunters\xc2'
 u'Malevolence\xc2' u'The Cure\xc2']"
748,Crime|Horror|Thriller,"[u'Feardotcom\xc2' u'The Last House on the Left\xc2' u'Pathology\xc2'
 u'Kill List\xc2' u'The Night Visitor\xc2']"
749,Crime|Mystery|Thriller,"[u'The Interpreter\xc2' u'Now You See Me\xc2' u'Snake Eyes\xc2'
 u'Basic Instinct 2\xc2' u'Domestic Disturbance\xc2'
 u'Murder by Numbers\xc2' u'Eastern Promises\xc2' u'Double Jeopardy\xc2'
 u'Switchback\xc2' u'The Raven\xc2' u'The Oxford Murders\xc2' u'Awake\xc2'
 u'The Night Listener\xc2' u'Lords of London\xc2']"
750,Crime|Romance|Thriller,[u'The Thomas Crown Affair\xc2' u'The Blue Room\xc2']
751,Crime|Thriller,"[u""Ocean's Twelve\xc2"" u""Ocean's Eleven\xc2"" u""Ocean's Thirteen\xc2""
 u'Ransom\xc2' u'Firewall\xc2' u'Sin City\xc2' u'Cape Fear\xc2'
 u'Runner Runner\xc2' u'The Stepfather\xc2' u'Killing Them Softly\xc2'
 u'Confidence\xc2' u'No Good Deed\xc2' u'The Call\xc2' u'Jackie Brown\xc2'
 u'Phone Booth\xc2' u'Shade\xc2' u'Sexy Beast\xc2' u'Point Blank\xc2']"
752,Crime|Thriller|War,[u'Redacted\xc2']
753,Documentary,"[u'Star Wars: Episode VII - The Force Awakens\xc2' u'Winged Migration\xc2'
 u'Ghost Hunters\xc2' u'Lake of Fire\xc2'
 u'Sea Rex 3D: Journey to a Prehistoric World\xc2' u'The Real Cancun\xc2'
 u'Time to Choose\xc2' u'March of the Penguins\xc2' u'Freakonomics\xc2'
 u'Fat, Sick & Nearly Dead\xc2' u""2016: Obama's America\xc2"" u'Fuel\xc2'
 u'8: The Mormon Proposition\xc2' u'To Be Frank, Sinatra at 100\xc2'
 u'Slacker Uprising\xc2' u'Wal-Mart: The High Cost of Low Price\xc2'
 u'Pink Ribbons, Inc.\xc2' u'An Inconvenient Truth\xc2' u'Food, Inc.\xc2'
 u'Who Killed the Electric Car?\xc2' u'A Lego Brickumentary\xc2'
 u'Starsuckers\xc2' u'The Hadza: Last of the First\xc2'
 u'They Will Have to Kill Us First\xc2'
 u'Crop Circles: Quest for Truth\xc2' u'The Harvest/La Cosecha\xc2'
 u'Wordplay\xc2' u'Sholem Aleichem: Laughing in the Darkness\xc2'
 u'Deceptive Practice: The Mysteries and Mentors of Ricky Jay\xc2'
 u'The Outrageous Sophie Tucker\xc2'
 u'Rise of the Entrepreneur: The Search for a Better Way\xc2'
 u'I Want Your Money\xc2' u'Trekkies\xc2' u'51 Birch Street\xc2'
 u'Sisters in Law\xc2' u'Ayurveda: Art of Being\xc2' u'UnDivided\xc2'
 u'Give Me Shelter\xc2' u'Burn\xc2'
 u'Short Cut to Nirvana: Kumbh Mela\xc2'
 u'The Case of the Grinning Cat\xc2' u'Butterfly Girl\xc2'
 u'The Horse Boy\xc2' u'Aroused\xc2' u'Top Spin\xc2' u'Roger & Me\xc2'
 u'Indie Game: The Movie\xc2' u'Peace, Propaganda & the Promised Land\xc2'
 u'Counting\xc2' u'Bending Steel\xc2' u'My Date with Drew\xc2']"
754,Documentary|Drama,[u'Oceans\xc2' u'Sicko\xc2' u'Sex with Strangers\xc2']
755,Documentary|Drama|History|News,[u'The Square\xc2']
756,Documentary|Drama|Sport,[u'Hoop Dreams\xc2']
757,Documentary|Drama|War,[u'Fahrenheit 9/11\xc2']
758,Documentary|Family,[u'The Brain That Sings\xc2']
759,Documentary|Family|Music,[u'Mad Hot Ballroom\xc2']
760,Documentary|History,[u'In the Shadow of the Moon\xc2' u'Censored Voices\xc2']
761,Documentary|History|Music,[u'Woodstock\xc2' u'Call + Response\xc2']
762,Documentary|History|Sport,[u'Riding Giants\xc2']
763,Documentary|Music,"[u'This Is It\xc2' u'U2 3D\xc2' u'Justin Bieber: Never Say Never\xc2'
 u'Katy Perry: Part of Me\xc2' u'One Direction: This Is Us\xc2'
 u'Glee: The 3D Concert Movie\xc2' u'Samsara\xc2'
 u'20 Feet from Stardom\xc2' u'Rize\xc2' u'The Last Waltz\xc2']"
764,Documentary|News,[u'Food Chains\xc2']
765,Documentary|Sport,"[u'Michael Jordan to the Max\xc2'
 u'Once in a Lifetime: The Extraordinary Story of the New York Cosmos\xc2'
 u'The Other Dream Team\xc2' u'Dogtown and Z-Boys\xc2' u'Murderball\xc2']"
766,Documentary|War,"[u'No End in Sight\xc2' u'The Gatekeepers\xc2'
 u'Iraq for Sale: The War Profiteers\xc2' u'The Blood of My Brother\xc2']"
767,Drama,"[u""Valley of the Heart's Delight\xc2""
 u'Wall Street: Money Never Sleeps\xc2' u'Mona Lisa Smile\xc2'
 u'Fight Club\xc2' u'A Civil Action\xc2' u'Finding Forrester\xc2'
 u'Pay It Forward\xc2' u'Showgirls\xc2' u'The Deep End of the Ocean\xc2'
 u'Precious\xc2' u'The Master\xc2' u'Magnolia\xc2'
 u'The Shipping News\xc2' u'Radio Flyer\xc2' u'Biutiful\xc2'
 u'Cradle Will Rock\xc2' u'Extraordinary Measures\xc2'
 u'One True Thing\xc2' u'North Country\xc2' u'An Unfinished Life\xc2'
 u'Frost/Nixon\xc2' u""My Sister's Keeper\xc2""
 u'Divine Secrets of the Ya-Ya Sisterhood\xc2'
 u'The Passion of the Christ\xc2' u'Rain Man\xc2' u'Gran Torino\xc2'
 u'The Help\xc2' u'The Face of an Angel\xc2' u'There Will Be Blood\xc2'
 u'August: Osage County\xc2' u'Bright Lights, Big City\xc2'
 u""Angela's Ashes\xc2"" u'Me and Orson Welles\xc2' u'The Ides of March\xc2'
 u""Marvin's Room\xc2"" u'Vanity Fair\xc2' u'I Am Sam\xc2'
 u'For Colored Girls\xc2' u'The Beaver\xc2' u'The Young Messiah\xc2'
 u'Babel\xc2' u'Reign Over Me\xc2' u'The Kite Runner\xc2' u'21 Grams\xc2'
 u""Won't Back Down\xc2"" u'Indignation\xc2' u'Blue Jasmine\xc2'
 u'Life as a House\xc2' u'The Ice Storm\xc2' u'Labor Day\xc2'
 u'Hamlet\xc2' u'How She Move\xc2' u'House of Sand and Fog\xc2'
 u'The Verdict\xc2' u'White Oleander\xc2' u'Philadelphia\xc2'
 u'Things We Lost in the Fire\xc2' u'American Beauty\xc2'
 u'The Color Purple\xc2' u'Boogie Nights\xc2' u'Promised Land\xc2'
 u'Manderlay\xc2' u'A Walk on the Moon\xc2' u'Margaret\xc2' u'Dekalog\xc2'
 u'Miracles from Heaven\xc2' u'Room\xc2' u""The Emperor's Club\xc2""
 u'Last Orders\xc2' u'The Great Beauty\xc2' u'10 Days in a Madhouse\xc2'
 u'Madadayo\xc2' u'A Tale of Three Cities\xc2'
 u'The Secret Life of Bees\xc2' u'F.I.S.T.\xc2'
 u'Kabhi Alvida Naa Kehna\xc2' u'Good Will Hunting\xc2' u'Mud\xc2'
 u'Black or White\xc2' u'Illuminata\xc2' u'The Brown Bunny\xc2'
 u'Welcome to the Rileys\xc2' u'Blood Done Sign My Name\xc2'
 u'Free Style\xc2' u'All or Nothing\xc2' u'Princess Kaiulani\xc2'
 u'The Girl on the Train\xc2' u'The Namesake\xc2'
 u'Akeelah and the Bee\xc2' u'Aloft\xc2' u'Mr. Church\xc2'
 u'An Education\xc2' u'Albert Nobbs\xc2'
 u'The Last Temptation of Christ\xc2' u'Hesher\xc2' u'Wah-Wah\xc2'
 u'Shame\xc2' u'Aberdeen\xc2' u'Ordinary People\xc2' u'Morvern Callar\xc2'
 u'The Flower of Evil\xc2' u'Julia\xc2' u'Do the Right Thing\xc2'
 u'Animals\xc2' u'The Apostle\xc2' u""Eve's Bayou\xc2"" u'Still Alice\xc2'
 u'The Sweet Hereafter\xc2' u'Of Gods and Men\xc2'
 u'90 Minutes in Heaven\xc2' u'Rabbit Hole\xc2' u'Out of the Blue\xc2'
 u'Desert Blue\xc2' u'Sling Blade\xc2' u'Camping sauvage\xc2'
 u'Savage Grace\xc2' u'25th Hour\xc2' u'Requiem for a Dream\xc2'
 u""One Flew Over the Cuckoo's Nest\xc2"" u'Lost in Translation\xc2'
 u'Boyhood\xc2' u'Talk Radio\xc2' u'The Loss of Sexual Innocence\xc2'
 u'Joe\xc2' u'Buen D\xc3_a, Ram\xc3_n\xc2' u'Futuro Beach\xc2'
 u'Down for Life\xc2' u'House of Sand\xc2' u'The Good Heart\xc2'
 u'Midnight Cowboy\xc2' u""The Nun's Story\xc2"" u'The Hunt\xc2'
 u'The Class\xc2' u'Trainspotting\xc2' u'Coming Home\xc2'
 u'Elmer Gantry\xc2' u'Woman Thou Art Loosed\xc2'
 u'Thirteen Conversations About One Thing\xc2' u'Fish Tank\xc2'
 u'The Grand\xc2' u'Tanner Hall\xc2' u'Central Station\xc2'
 u""Ulee's Gold\xc2"" u'Ida\xc2' u'Hud\xc2' u'My Own Private Idaho\xc2'
 u""Jesus' Son\xc2"" u'Brick Lane\xc2' u'Redemption Road\xc2'
 u'The Last Sin Eater\xc2' u'Do You Believe?\xc2'
 u'The Valley of Decision\xc2' u'Lies in Plain Sight\xc2'
 u'Courageous\xc2' u'Thirteen\xc2' u""Winter's Bone\xc2"" u'Stonewall\xc2'
 u'The Missing Person\xc2' u'Sherrybaby\xc2' u'One to Another\xc2'
 u'Abandoned\xc2' u'Brotherly Love\xc2' u'A Streetcar Named Desire\xc2'
 u'Higher Ground\xc2' u'Kids\xc2' u'The Ballad of Jack and Rose\xc2'
 u'The Believer\xc2' u'Stolen Summer\xc2' u'Trucker\xc2'
 u'The Holy Girl\xc2' u'The Dog Lover\xc2' u'The Celebration\xc2'
 u'Journey from the Fall\xc2' u'The Basket\xc2'
 u'The Girlfriend Experience\xc2' u'Sex, Lies, and Videotape\xc2'
 u'You Can Count on Me\xc2' u'Q\xc2' u'Faith Like Potatoes\xc2'
 u'The Sleepwalker\xc2' u""God's Not Dead 2\xc2"" u'October Baby\xc2'
 u'Slam\xc2' u'Blue Car\xc2' u'Palo Alto\xc2' u'Guiana 1838\xc2'
 u""The Party's Over\xc2"" u'Proud\xc2' u'The Poker House\xc2'
 u'Childless\xc2' u'A Fine Step\xc2' u'Ask Me Anything\xc2'
 u'4 Months, 3 Weeks and 2 Days\xc2' u'Circumstance\xc2' u'Elza\xc2'
 u'1982\xc2' u'Harrison Montgomery\xc2' u'Live-In Maid\xc2'
 u'The Young Unknowns\xc2' u'The Conformist\xc2'
 u'Interview with the Assassin\xc2' u'Half Nelson\xc2'
 u'Naturally Native\xc2' u'Broken Vessels\xc2' u'To Save a Life\xc2'
 u'Osama\xc2' u'Twin Falls Idaho\xc2' u'The Californians\xc2'
 u'Everything Put Together\xc2' u'Quincea\xc3\xb1era\xc2'
 u'Cries & Whispers\xc2' u'The Big Swap\xc2' u'Old Joy\xc2'
 u'Wendy and Lucy\xc2' u'3 Backyards\xc2' u'On the Outs\xc2' u'Rust\xc2'
 u'Urbania\xc2' u'The Grace Card\xc2' u'Middle of Nowhere\xc2'
 u'Archaeology of a Woman\xc2' u'The World Is Mine\xc2'
 u'Perfect Cowboy\xc2' u'An American in Hollywood\xc2'
 u'Une Femme Mari\xc3\xa9e\xc2' u'Tiger Orange\xc2'
 u'This Is Martin Bonner\xc2' u'George Washington\xc2'
 u'The Exploding Girl\xc2' u'Flywheel\xc2' u'Stories of Our Lives\xc2'
 u'The Circle\xc2' u'On the Downlow\xc2']"
768,Drama|Family,"[u'Dolphin Tale\xc2' u'Dolphin Tale 2\xc2' u'The Doombolt Chase\xc2'
 u""Hachi: A Dog's Tale\xc2"" u'Kit Kittredge: An American Girl\xc2'
 u'Opal Dream\xc2' u'A Dog of Flanders\xc2' u'The Christmas Candle\xc2'
 u'A Shine of Rainbows\xc2' u'Anne of Green Gables\xc2' u'Whale Rider\xc2'
 u'Letters to God\xc2' u'Mooz-Lum\xc2' u'How Green Was My Valley\xc2'
 u'The Christmas Bunny\xc2' u'An American Girl Holiday\xc2'
 u'Children of Heaven\xc2' u'Manito\xc2']"
769,Drama|Family|Fantasy,"[u'The Indian in the Cupboard\xc2' u'The Nativity Story\xc2'
 u'The Blue Bird\xc2']"
770,Drama|Family|Fantasy|Romance,"[u'Cinderella\xc2' u'Tuck Everlasting\xc2' u""It's a Wonderful Life\xc2""]"
771,Drama|Family|History|Musical,[u'1776\xc2']
772,Drama|Family|Music,[u'Freedom\xc2' u'Flying By\xc2' u'Brave New Girl\xc2']
773,Drama|Family|Musical,[u'Oliver!\xc2']
774,Drama|Family|Musical|Romance,[u'My Fair Lady\xc2' u'Fiddler on the Roof\xc2' u'Show Boat\xc2']
775,Drama|Family|Music|Musical,[u'Black Nativity\xc2']
776,Drama|Family|Music|Romance,[u'The Last Song\xc2']
777,Drama|Family|Romance,"[u'Little Women\xc2' u'The Ultimate Gift\xc2'
 u'The Greatest Show on Earth\xc2' u'Departure\xc2']"
778,Drama|Family|Sport,"[u'Dreamer: Inspired by a True Story\xc2' u'The Rookie\xc2'
 u'When the Game Stands Tall\xc2' u'My Dog Skip\xc2']"
779,Drama|Family|Western,"[u""Love's Abiding Joy\xc2""]"
780,Drama|Fantasy,"[u'Hereafter\xc2' u'The Tree of Life\xc2' u'Enter the Void\xc2'
 u'Saving Grace\xc2' u'Holy Motors\xc2' u'Northfork\xc2'
 u'Beasts of the Southern Wild\xc2' u'Ordet\xc2' u'Pink Narcissus\xc2']"
781,Drama|Fantasy|Horror,"[u'Interview with the Vampire: The Vampire Chronicles\xc2'
 u'Queen of the Damned\xc2' u'Carrie\xc2']"
782,Drama|Fantasy|Horror|Mystery,[u'The Returned\xc2' u'Let Me In\xc2']
783,Drama|Fantasy|Horror|Mystery|Thriller,[u'What Lies Beneath\xc2' u'The Unborn\xc2']
784,Drama|Fantasy|Horror|Romance,[u'Blood and Chocolate\xc2']
785,Drama|Fantasy|Horror|Thriller,"[u'The Wolfman\xc2' u'Constantine\xc2' u'The Woman in Black\xc2'
 u'The Craft\xc2' u'White Noise 2: The Light\xc2'
 u'The Lords of Salem\xc2']"
786,Drama|Fantasy|Musical|Romance,[u'Across the Universe\xc2']
787,Drama|Fantasy|Music|Romance,[u'If I Stay\xc2']
788,Drama|Fantasy|Mystery|Romance,"[u""Winter's Tale\xc2""]"
789,Drama|Fantasy|Mystery|Romance|Thriller,[u'Dragonfly\xc2']
790,Drama|Fantasy|Mystery|Sci-Fi,[u'The Dead Zone\xc2']
791,Drama|Fantasy|Mystery|Thriller,[u'Lady in the Water\xc2' u'The Box\xc2' u'The Messengers\xc2']
792,Drama|Fantasy|Romance,"[u'The Curious Case of Benjamin Button\xc2' u'Meet Joe Black\xc2'
 u'What Dreams May Come\xc2' u'City of Angels\xc2'
 u'Beautiful Creatures\xc2' u'Charlie St. Cloud\xc2' u'The Lake House\xc2'
 u'Twilight\xc2' u'The Age of Adaline\xc2' u'Beastly\xc2'
 u'About Time\xc2' u'Somewhere in Time\xc2' u'Fetching Cody\xc2']"
793,Drama|Fantasy|Romance|Sci-Fi,"[u""The Time Traveler's Wife\xc2"" u'Phenomenon\xc2'
 u'Eternal Sunshine of the Spotless Mind\xc2']"
794,Drama|Fantasy|Romance|Thriller,[u'Ghost\xc2']
795,Drama|Fantasy|Romance|War,[u'A Guy Named Joe\xc2']
796,Drama|Fantasy|Sci-Fi,[u'Time Changer\xc2']
797,Drama|Fantasy|Sci-Fi|Thriller,[u'Heroes\xc2']
798,Drama|Fantasy|Sport,[u'The Legend of Bagger Vance\xc2']
799,Drama|Fantasy|Thriller,[u'The Lovely Bones\xc2' u'In Dreams\xc2']
800,Drama|Fantasy|War,"[u""Pan's Labyrinth\xc2""]"
801,Drama|Film-Noir,[u'The Lost Weekend\xc2']
802,Drama|Film-Noir|Mystery|Thriller,[u'Rebecca\xc2']
803,Drama|History,"[u'Amistad\xc2' u'Ghosts of Mississippi\xc2' u'Bobby\xc2'
 u'The Molly Maguires\xc2' u'Shattered Glass\xc2'
 u'Snow Flower and the Secret Fan\xc2' u'The Robe\xc2' u'The Egyptian\xc2'
 u'La otra conquista\xc2' u'Get on the Bus\xc2']"
804,Drama|History|Horror,[u'Beloved\xc2']
805,Drama|History|Music|Romance|War,[u'Joyeux Noel\xc2']
806,Drama|History|Romance,[u'Anna and the King\xc2']
807,Drama|History|Romance|War,"[u'The Flowers of War\xc2' u'Passchendaele\xc2' u'The White Countess\xc2'
 u'War & Peace\xc2' u'Solomon and Sheba\xc2' u'Gone with the Wind\xc2']"
808,Drama|History|Romance|Western,[u'September Dawn\xc2']
809,Drama|History|Sport,"[u'Seabiscuit\xc2' u'United Passions\xc2'
 u'The Greatest Game Ever Played\xc2' u'The Game of Their Lives\xc2']"
810,Drama|History|Thriller,"[u'Thirteen Days\xc2' u'Munich\xc2' u'World Trade Center\xc2'
 u'Zero Dark Thirty\xc2' u'JFK\xc2' u'Bridge of Spies\xc2'
 u'Anonymous\xc2' u'United 93\xc2' u'The Company\xc2']"
811,Drama|History|Thriller|War,"[u'Valkyrie\xc2' u'K-19: The Widowmaker\xc2' u'The Hurt Locker\xc2'
 u'Flame and Citron\xc2' u'Salvador\xc2']"
812,Drama|History|War,"[u'Black Hawk Down\xc2' u'Enemy at the Gates\xc2' u'Gods and Generals\xc2'
 u'Flags of Our Fathers\xc2' u'Inchon\xc2' u'Nomad: The Warrior\xc2'
 u'Glory\xc2' u'A Bridge Too Far\xc2' u'Gettysburg\xc2'
 u'The Fall of the Roman Empire\xc2' u'Hotel Rwanda\xc2'
 u'Letters from Iwo Jima\xc2' u'City of Life and Death\xc2'
 u'For Greater Glory: The True Story of Cristiada\xc2'
 u'Cinco de Mayo, La Batalla\xc2' u'Beneath Hill 60\xc2'
 u'Winter in Wartime\xc2' u'Fort McCoy\xc2' u'Bloody Sunday\xc2'
 u""Intolerance: Love's Struggle Throughout the Ages\xc2""]"
813,Drama|History|War|Western,[u'The Alamo\xc2']
814,Drama|Horror,"[u'The Shining\xc2' u'Shadow of the Vampire\xc2' u'Maggie\xc2'
 u""Rosemary's Baby\xc2"" u'May\xc2']"
815,Drama|Horror|Mystery,[u'Night of the Living Dead\xc2' u'Absentia\xc2']
816,Drama|Horror|Mystery|Sci-Fi,[u'Evolution\xc2']
817,Drama|Horror|Mystery|Sci-Fi|Thriller,[u'10 Cloverfield Lane\xc2' u'Circle\xc2']
818,Drama|Horror|Mystery|Thriller,"[u'The Mothman Prophecies\xc2' u'The Rite\xc2' u'Hide and Seek\xc2'
 u'Boogeyman\xc2' u'The Amityville Horror\xc2' u'Red Lights\xc2'
 u'Soul Survivors\xc2' u'White Noise\xc2'
 u'The Haunting in Connecticut 2: Ghosts of Georgia\xc2'
 u'Goddess of Love\xc2' u'After.Life\xc2' u'Something Wicked\xc2'
 u'Amnesiac\xc2' u'Thr3e\xc2' u'Silent House\xc2'
 u'The Curse of Downers Grove\xc2' u'#Horror\xc2' u'Lake Mungo\xc2'
 u'Cry_Wolf\xc2' u'Roadside\xc2' u'Fabled\xc2']"
819,Drama|Horror|Romance,[u'The Eclipse\xc2']
820,Drama|Horror|Romance|Thriller,[u'Wolf\xc2' u'Mary Reilly\xc2']
821,Drama|Horror|Sci-Fi,[u'I Am Legend\xc2' u'Splice\xc2' u'28 Weeks Later\xc2' u'Stake Land\xc2']
822,Drama|Horror|Sci-Fi|Thriller,"[u'Carriers\xc2' u'Dreamcatcher\xc2' u'Victor Frankenstein\xc2'
 u'Godsend\xc2' u'Flatliners\xc2' u'Pulse\xc2' u'Willard\xc2'
 u'Under the Skin\xc2' u'28 Days Later...\xc2']"
823,Drama|Horror|Thriller,"[u'Dark Water\xc2' u'Lost Souls\xc2' u'The Exorcism of Emily Rose\xc2'
 u'The Roommate\xc2' u'The Shallows\xc2'
 u'House at the End of the Street\xc2'
 u'The Haunting of Molly Hartley\xc2' u'Sleep Tight\xc2'
 u'The Last Exorcism Part II\xc2' u'The Last Exorcism\xc2'
 u'Wolf Creek\xc2' u'The Ridges\xc2' u'A Plague So Pleasant\xc2']"
824,Drama|Music,"[u'8 Mile\xc2' u'Rock Star\xc2' u""Mr. Holland's Opus\xc2""
 u'Take the Lead\xc2' u'August Rush\xc2' u'Battle of the Year\xc2'
 u'Country Strong\xc2' u'Black Snake Moan\xc2' u'54\xc2'
 u'Inside Llewyn Davis\xc2' u'Sparkle\xc2'
 u'You Got Served: Beat the World\xc2' u'Velvet Goldmine\xc2'
 u'You Got Served\xc2' u'Begin Again\xc2' u'Beyond the Lights\xc2'
 u'Song One\xc2' u'The Chorus\xc2' u'Billy Elliot\xc2' u'Empire\xc2'
 u'Whiplash\xc2' u'Songcatcher\xc2' u'Grace Unplugged\xc2'
 u'Filly Brown\xc2' u'Groove\xc2' u'The Looking Glass\xc2'
 u'The Business of Fancydancing\xc2']"
825,Drama|Musical,"[u'Tango\xc2' u'Go for It!\xc2' u'ABCD (Any Body Can Dance)\xc2'
 u'Sunday School Musical\xc2']"
826,Drama|Musical|Romance,"[u'Nine\xc2' u'Les Mis\xc3\xa9rables\xc2' u'Moulin Rouge!\xc2' u'Rent\xc2'
 u'The Magic Flute\xc2' u'Yentl\xc2' u'Veer-Zaara\xc2'
 u""Alexander's Ragtime Band\xc2"" u'Bizarre\xc2']"
827,Drama|Musical|Romance|Thriller,[u'The Phantom of the Opera\xc2']
828,Drama|Musical|Sci-Fi,[u'Bang Bang Baby\xc2']
829,Drama|Music|Musical,[u'Dreamgirls\xc2']
830,Drama|Music|Musical|Romance,"[u'Burlesque\xc2' u'Step Up 2: The Streets\xc2' u'New York, New York\xc2']"
831,Drama|Music|Mystery|Romance,[u'The Red Violin\xc2']
832,Drama|Music|Mystery|Romance|Sci-Fi,[u'Yesterday Was a Lie\xc2']
833,Drama|Music|Mystery|Romance|Thriller,[u'Abandon\xc2']
