genres,id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget_decimal,Profit
Crime|Drama|Music,5207,195.0,239.0,153.0,1051.0,12275.0,48101636.0,46338,19520,2.0,290.0,3989.0,5247.0,13.9,3.7,828,66000000.0,-17898364.0
Crime|Drama|Musical,2908,177.0,140.0,3000.0,322.0,963.0,4157491.0,79330,2894,0.0,690.0,2000.0,595.0,8.0,2.35,0,12800000.0,-8642509.0
Crime|Drama|Musical|Romance,2689,81.0,121.0,16.0,526.0,907.0,12549485.0,4603,3633,4.0,91.0,2006.0,585.0,6.2,2.35,489,15000000.0,-2450515.0
Crime|Drama|Musical|Romance|Thriller,3589,120.0,152.0,34.0,249.0,804.0,43650000.0,71919,1802,0.0,316.0,1961.0,271.0,7.6,2.2,0,6000000.0,37650000.0
Crime|Drama|Music|Mystery|Thriller,2828,58.0,105.0,148.0,400.0,539.0,687081.0,5602,1767,0.0,59.0,2001.0,508.0,6.0,1.85,329,0.0,0.0
Crime|Drama|Music|Romance,2929,107.0,104.0,98.0,920.0,17000.0,65269010.0,90938,21380,0.0,271.0,2006.0,2000.0,6.5,2.35,0,12000000.0,53269010.0
Crime|Drama|Music|Thriller,2384,31.0,116.0,500.0,530.0,12000.0,1292527.0,3536,14579,2.0,44.0,1996.0,1000.0,6.3,1.85,228,19000000.0,-17707473.0
Crime|Drama|Mystery,27804,401.0,848.0,206.0,2389.0,47098.0,12376265.0,208410,70354,9.0,1117.0,9998.0,17210.0,75.0,14.19,2929,40000000.0,-27641046.0
Crime|Drama|Mystery|Romance,2005,124.0,131.0,911.0,232.0,5000.0,85433.0,69676,5954,2.0,131.0,2013.0,234.0,7.8,2.35,31000,13500000.0,-13414567.0
Crime|Drama|Mystery|Romance|Thriller,2337,140.0,101.0,46.0,902.0,33000.0,578382.0,41249,39515,2.0,67.0,2010.0,4000.0,6.3,1.85,0,0.0,0.0
Crime|Drama|Mystery|Sci-Fi|Thriller,1582,168.0,118.0,40.0,617.0,2000.0,44983704.0,81866,4045,0.0,510.0,2000.0,702.0,7.3,2.35,0,31000000.0,13983704.0
Crime|Drama|Mystery|Thriller,114191,9086.0,6189.0,117733.0,24856.0,455242.0,1741292849.0,6959424,649109,56.0,17707.0,104211.0,119509.0,381.7,163.17999999999986,559254,1498720000.0,268136125.0
Crime|Drama|Mystery|Thriller|Western,707,596.0,187.0,16000.0,1000.0,46000.0,54116191.0,272839,49912,1.0,1018.0,2015.0,1000.0,7.9,2.76,114000,44000000.0,10116191.0
Crime|Drama|Romance,54451,882.0,1433.0,1661.0,1544.0,15714.0,15387221.0,297569,23159,16.0,1249.0,25762.0,3399.0,93.00000000000001,20.450000000000003,5148,22360000.0,7271.0
Crime|Drama|Romance|Thriller,38097,2147.0,1863.0,19732.0,5612.0,131859.0,338846852.0,862193,165603,11.0,2926.0,31979.0,19420.0,111.0,30.75000000000001,44856,304300000.0,46546852.0
Crime|Drama|Sci-Fi|Thriller,1803,7.0,42.0,0.0,535.0,766.0,0.0,38177,2707,2.0,131.0,0.0,638.0,7.9,16.0,11000,0.0,0.0
Crime|Drama|Sport,6628,108.0,224.0,30.0,591.0,12116.0,38432823.0,33576,15981,3.0,144.0,3985.0,2024.0,12.7,4.2,157,30100000.0,8432823.0
Crime|Drama|Thriller,266351,15903.0,11480.0,86753.0,44759.0,839431.0,2798489761.0,9902614,1191642,135.0,30664.0,196463.0,211538.0,683.4,227.86999999999966,638029,2238486560.0,628052973.0
Crime|Drama|Western,4567,358.0,219.0,214.0,537.0,11000.0,22107728.0,93403,12636,1.0,434.0,4013.0,820.0,14.2,4.7,0,2000000.0,-99275.0
Crime|Fantasy|Horror,2254,165.0,108.0,0.0,844.0,16000.0,25753840.0,219091,23296,2.0,592.0,1996.0,4000.0,7.3,1.85,12000,19000000.0,6753840.0
Crime|Film-Noir|Thriller,4481,74.0,92.0,83.0,48.0,469.0,0.0,11047,683,0.0,116.0,1953.0,79.0,7.1,1.37,1000,1250000.0,0.0
Crime|Horror,3490,261.0,109.0,0.0,597.0,1000.0,16901126.0,76267,3544,0.0,687.0,2005.0,649.0,6.9,1.85,0,7000000.0,9901126.0
Crime|Horror|Music|Thriller,3785,322.0,95.0,57.0,233.0,727.0,3219029.0,28845,1836,0.0,125.0,2015.0,442.0,7.1,2.35,10000,5000000.0,-1780971.0
Crime|Horror|Mystery|Thriller,14190,434.0,495.0,322.0,1477.0,32258.0,33498551.0,100062,38998,1.0,711.0,10006.0,2083.0,29.5,9.73,3926,116200000.0,-27501449.0
Crime|Horror|Thriller,21993,934.0,625.0,318.0,2534.0,5770.0,78786252.0,206098,17002,2.0,1281.0,12010.0,3510.0,35.6,10.75,3677,80500000.0,-1713748.0
Crime|Mystery|Thriller,27597,2377.0,1574.0,1551.0,6250.0,168666.0,539149219.0,1165994,196859,18.0,3857.0,30077.0,13425.0,89.99999999999999,33.25000000000001,143576,631040000.0,-88450781.0
Crime|Romance|Thriller,5515,244.0,189.0,735.0,838.0,1412.0,69535450.0,75150,5081,0.0,435.0,4013.0,981.0,13.1,3.68,389,48000000.0,21304264.0
Crime|Thriller,37838,3164.0,1960.0,36833.0,18889.0,191068.0,1037582637.0,2711425,270750,38.0,6924.0,36043.0,40948.0,121.0,40.30000000000001,61808,606000000.0,398579795.0
Crime|Thriller|War,3799,133.0,90.0,0.0,15.0,343.0,65087.0,8824,408,0.0,108.0,2007.0,29.0,6.2,1.85,559,5000000.0,-4934913.0
Documentary,226285,1939.0,4395.0,2881.0,3108.0,24784.0,172568821.0,279386,38992,18.0,2444.0,98422.0,5563.0,363.2999999999999,87.3,61968,214131100.0,-60646307.0
Documentary|Drama,8313,388.0,332.0,972.0,191.0,976.0,44184659.0,74525,1785,1.0,479.0,6018.0,266.0,20.5,5.53,51,49000000.0,-5063081.0
Documentary|Drama|History|News,4349,68.0,108.0,63.0,5.0,161.0,0.0,6678,176,0.0,42.0,2013.0,10.0,8.1,1.85,0,1500000.0,0.0
Documentary|Drama|Sport,4689,53.0,170.0,23.0,2.0,7.0,7830611.0,18980,15,0.0,74.0,1994.0,6.0,8.3,1.33,0,700000.0,7130611.0
Documentary|Drama|War,3584,288.0,122.0,909.0,282.0,503.0,119078393.0,113152,1448,0.0,1416.0,2004.0,328.0,7.5,1.85,0,6000000.0,113078393.0
Documentary|Family,4946,0.0,62.0,58.0,0.0,0.0,0.0,18,0,1.0,0.0,2013.0,0.0,8.2,0.0,54,125000.0,0.0
Documentary|Family|Music,4730,84.0,105.0,2.0,0.0,0.0,8044906.0,3156,0,2.0,65.0,2005.0,0.0,7.5,1.85,588,0.0,0.0
Documentary|History,9106,130.0,184.0,90.0,65.0,171.0,1168200.0,5661,411,0.0,47.0,4022.0,142.0,15.3,3.63,111,2450000.0,-1281800.0
Documentary|History|Music,9614,60.0,301.0,14.0,151.0,440.0,13515185.0,12679,1057,3.0,65.0,3978.0,285.0,15.6,2.2,26,800000.0,12715185.0
Documentary|History|Sport,4175,74.0,105.0,147.0,28.0,52.0,2276368.0,3849,179,1.0,37.0,2004.0,52.0,7.9,0.0,0,0.0,0.0
Documentary|Music,33862,890.0,990.0,18136.0,1897.0,5436.0,232322917.0,197367,12845,12.0,934.0,20070.0,2593.0,63.900000000000006,18.27,103019,109000000.0,109368664.0
Documentary|News,4638,9.0,83.0,0.0,17.0,56.0,0.0,265,104,0.0,3.0,2014.0,28.0,7.1,0.0,489,913000.0,0.0
Documentary|Sport,22436,276.0,411.0,193.0,87.0,13153.0,21737705.0,25502,13679,2.0,193.0,10024.0,402.0,38.7,6.51,994,3250211.0,-1448119.0
Documentary|War,18327,217.0,368.0,142.0,17.0,418.0,3838738.0,13440,471,4.0,119.0,8030.0,21.0,30.200000000000003,7.140000000000001,288,2870000.0,-569815.0
Drama,837986,24591.0,26032.0,118596.0,86634.0,1199352.0,3020150364.0,13040374,1677459,355.0,45593.0,464696.0,275419.0,1634.6000000000004,452.55000000000075,1188273,2774235000.0,223760805.0
Drama|Family,65335,773.0,1805.0,2111.0,4982.0,32172.0,160872592.0,287484,54294,22.0,1342.0,32045.0,7153.0,126.9,25.240000000000002,118256,134804000.0,47583113.0
Drama|Family|Fantasy,7057,154.0,280.0,317.0,820.0,1540.0,73235546.0,29878,4224,2.0,275.0,5941.0,1131.0,19.2,5.57,548,75000000.0,-1764454.0
Drama|Family|Fantasy|Romance,11202,961.0,418.0,977.0,1865.0,5370.0,421454392.0,501189,13847,4.0,1478.0,7978.0,2189.0,29.299999999999997,8.42,153000,208180000.0,216454392.0
Drama|Family|History|Musical,3959,34.0,168.0,0.0,69.0,713.0,0.0,6303,1541,0.0,129.0,1972.0,649.0,7.6,2.35,0,4000000.0,0.0
Drama|Family|Music,10684,6.0,304.0,45.0,856.0,2074.0,0.0,1966,6541,10.0,42.0,6027.0,1587.0,15.7,0.0,1083,14500000.0,0.0
Drama|Family|Musical,3108,56.0,153.0,82.0,139.0,695.0,16800000.0,25303,1593,1.0,138.0,1968.0,275.0,7.5,2.35,0,10000000.0,6800000.0
Drama|Family|Musical|Romance,9991,162.0,459.0,467.0,539.0,1815.0,122000000.0,100336,4427,4.0,454.0,5886.0,1330.0,22.9,5.880000000000001,438,28295429.0,96000000.0
Drama|Family|Music|Musical,2483,40.0,93.0,148.0,170.0,549.0,7017178.0,1633,1373,5.0,17.0,2013.0,269.0,4.4,2.35,0,17500000.0,-10482822.0
Drama|Family|Music|Romance,2174,123.0,107.0,30.0,318.0,742.0,62933793.0,62421,2341,1.0,185.0,2010.0,360.0,5.8,2.35,10000,20000000.0,42933793.0
Drama|Family|Romance,14373,146.0,490.0,359.0,1697.0,24404.0,89424171.0,60342,34302,6.0,325.0,7967.0,5131.0,28.4,6.92,700,20100000.0,67003300.0
Drama|Family|Sport,9775,296.0,435.0,225.0,1613.0,3765.0,172525733.0,65699,11097,1.0,495.0,8021.0,2623.0,27.6,7.920000000000001,0,72000000.0,100525733.0
Drama|Family|Western,4111,5.0,87.0,84.0,331.0,702.0,252726.0,1289,2715,0.0,18.0,2006.0,366.0,7.2,0.0,76,3000000.0,-2747274.0
Drama|Fantasy,35348,2250.0,1051.0,17526.0,3934.0,29726.0,60594588.0,385036,45059,3.0,2150.0,15983.0,5032.0,71.1,18.900000000000002,123514,98727000.0,-38132412.0
Drama|Fantasy|Horror,8411,975.0,424.0,541.0,5599.0,45775.0,206105650.0,500233,68800,4.0,1843.0,8022.0,14541.0,24.6,8.9,89000,155000000.0,51105650.0
Drama|Fantasy|Horror|Mystery,3417,413.0,168.0,198.0,998.0,17164.0,12134420.0,107999,20912,9.0,413.0,2010.0,1116.0,15.5,18.35,42000,20000000.0,-7865580.0
Drama|Fantasy|Horror|Mystery|Thriller,7586,541.0,308.0,1374.0,1346.0,31000.0,240646692.0,182768,37256,2.0,1143.0,6018.0,2201.0,16.2,7.050000000000001,0,132000000.0,108646692.0
Drama|Fantasy|Horror|Romance,2725,106.0,98.0,18.0,220.0,837.0,3525161.0,15388,1675,0.0,190.0,2007.0,400.0,5.5,2.35,0,0.0,0.0
Drama|Fantasy|Horror|Thriller,13650,1220.0,558.0,534.0,1752.0,26136.0,142304276.0,354911,34911,2.0,1478.0,10037.0,2687.0,36.7,26.750000000000007,60509,194500000.0,-42195724.0
Drama|Fantasy|Musical|Romance,5957,312.0,266.0,556.0,214.0,10000.0,48687346.0,183723,10810,0.0,1048.0,4014.0,234.0,14.8,4.7,28000,90000000.0,-41312654.0
Drama|Fantasy|Music|Romance,3033,141.0,107.0,15.0,602.0,17000.0,50461335.0,83893,20466,3.0,132.0,2014.0,1000.0,6.8,2.35,15000,11000000.0,39461335.0
Drama|Fantasy|Mystery|Romance,801,189.0,118.0,167.0,778.0,20000.0,22451.0,41288,22447,0.0,126.0,2014.0,882.0,6.2,2.35,17000,60000000.0,-59977549.0
Drama|Fantasy|Mystery|Romance|Thriller,796,117.0,104.0,293.0,256.0,780.0,30063805.0,31788,2109,0.0,243.0,2002.0,265.0,6.1,2.35,0,60000000.0,-29936195.0
Drama|Fantasy|Mystery|Sci-Fi,2703,18.0,60.0,0.0,186.0,443.0,0.0,7122,981,1.0,77.0,0.0,319.0,7.5,0.0,576,0.0,0.0
Drama|Fantasy|Mystery|Thriller,5109,574.0,285.0,219.0,1579.0,4902.0,57318423.0,162148,12636,2.0,1473.0,4015.0,2337.0,17.799999999999997,20.2,0,86000000.0,-28681577.0
Drama|Fantasy|Romance,24189,2607.0,1648.0,22720.0,24970.0,164377.0,877623677.0,2114413,247647,21.0,7405.0,28071.0,42552.0,93.19999999999999,29.550000000000008,272193,658600000.0,225623677.0
Drama|Fantasy|Romance|Sci-Fi,5097,540.0,338.0,1350.0,1896.0,17152.0,202170189.0,845701,25907,3.0,1866.0,6009.0,5083.0,21.8,6.550000000000001,65000,91000000.0,111170189.0
Drama|Fantasy|Romance|Thriller,2082,77.0,127.0,109.0,71.0,2000.0,217631306.0,154199,3100,0.0,252.0,1990.0,956.0,7.0,1.85,0,22000000.0,195631306.0
Drama|Fantasy|Romance|War,4168,9.0,122.0,149.0,315.0,760.0,0.0,1553,2555,0.0,27.0,1943.0,675.0,7.0,1.37,116,2627000.0,0.0
Drama|Fantasy|Sci-Fi,4656,16.0,95.0,14.0,221.0,284.0,15278.0,1742,1185,1.0,158.0,2002.0,234.0,5.6,1.85,409,825000.0,-809722.0
Drama|Fantasy|Sci-Fi|Thriller,4799,75.0,60.0,0.0,833.0,1000.0,0.0,202115,4908,4.0,379.0,0.0,923.0,7.7,16.0,0,0.0,0.0
Drama|Fantasy|Sport,788,125.0,126.0,0.0,9000.0,13000.0,30695227.0,45296,34774,3.0,267.0,2000.0,10000.0,6.7,1.85,0,60000000.0,-29304773.0
Drama|Fantasy|Thriller,6625,678.0,370.0,277.0,830.0,22746.0,99865684.0,261226,26745,2.0,1334.0,6017.0,1886.0,18.9,6.550000000000001,32654,160000000.0,-60134316.0
Drama|Fantasy|War,2552,406.0,112.0,0.0,250.0,634.0,37623143.0,467234,1322,0.0,1083.0,2006.0,269.0,8.2,1.85,27000,13500000.0,24123143.0
Drama|Film-Noir,4477,97.0,101.0,0.0,66.0,287.0,0.0,24959,581,4.0,136.0,1945.0,160.0,8.0,1.37,0,1250000.0,0.0
Drama|Film-Noir|Mystery|Thriller,4475,144.0,130.0,13000.0,333.0,1000.0,0.0,87424,2888,2.0,276.0,1940.0,991.0,8.2,1.37,0,1288000.0,0.0
Drama|History,31437,625.0,1224.0,14567.0,14561.0,33747.0,114604625.0,151645,76810,13.0,1467.0,19884.0,18001.0,68.1,21.550000000000004,2067,124900000.0,5704625.0
Drama|History|Horror,910,78.0,172.0,438.0,466.0,852.0,22843047.0,6082,2397,1.0,207.0,1998.0,637.0,5.9,1.85,853,55000000.0,-32156953.0
Drama|History|Music|Romance|War,2120,115.0,116.0,13.0,140.0,203.0,1050445.0,21394,773,0.0,147.0,2005.0,172.0,7.8,2.35,11000,22000000.0,-20949555.0
Drama|History|Romance,554,91.0,148.0,72.0,99.0,582.0,39251128.0,31080,804,2.0,217.0,1999.0,103.0,6.7,2.35,0,75000000.0,-35748872.0
Drama|History|Romance|War,16559,406.0,762.0,1276.0,1650.0,27147.0,200330753.0,277549,36551,6.0,1093.0,9922.0,3421.0,43.400000000000006,25.93,41597,138977000.0,86353753.0
Drama|History|Romance|Western,3087,43.0,111.0,58.0,258.0,482.0,1066555.0,2618,1526,0.0,111.0,2007.0,362.0,5.8,1.85,411,11000000.0,-9933445.0
Drama|History|Sport,6419,289.0,471.0,421.0,1496.0,31499.0,135854208.0,85842,38104,5.0,629.0,8027.0,3053.0,23.0,8.9,445,131000000.0,13522919.0
Drama|History|Thriller,12024,2420.0,1469.0,29376.0,2900.0,32011.0,426549333.0,918874,45750,8.0,4143.0,16046.0,4758.0,66.3,19.080000000000002,109733,378000000.0,48549333.0
Drama|History|Thriller|War,10613,921.0,557.0,28.0,2020.0,35427.0,134091256.0,594045,44288,2.0,1727.0,10012.0,3053.0,36.2,10.25,17000,239500000.0,-100908744.0
Drama|History|War,50647,1957.0,3031.0,34145.0,8038.0,77338.0,366357414.0,1326454,123658,40.0,5351.0,41900.0,28561.0,147.29999999999998,41.48000000000001,30806,572704682.0,-129961361.0
Drama|History|War|Western,3321,212.0,274.0,204.0,1754.0,4000.0,44812724.0,33664,11560,0.0,534.0,4008.0,1946.0,12.0,4.7,1402,214000000.0,-169187276.0
Drama|Horror,18067,1034.0,562.0,2138.0,2042.0,3866.0,8555732.0,842043,11692,4.0,2583.0,9965.0,2678.0,35.6,9.77,72000,38300000.0,-8444268.0
Drama|Horror|Mystery,13824,693.0,279.0,59.0,121.0,285.0,0.0,189021,903,10.0,1296.0,5947.0,244.0,21.8,5.48,3000,298000.0,0.0
Drama|Horror|Mystery|Sci-Fi,490,63.0,81.0,92.0,8.0,23.0,0.0,979,54,0.0,3.0,2015.0,21.0,6.4,2.35,257,0.0,0.0
Drama|Horror|Mystery|Sci-Fi|Thriller,8014,440.0,191.0,16.0,176.0,14160.0,71897215.0,140172,15280,0.0,499.0,4031.0,490.0,13.3,2.35,33000,15000000.0,56897215.0
Drama|Horror|Mystery|Thriller,72470,2236.0,2016.0,20592.0,23493.0,167064.0,312659391.0,519624,231497,12.0,3596.0,42186.0,30486.0,109.89999999999998,51.03000000000001,44015,205800000.0,140733473.0
Drama|Horror|Romance,4126,90.0,86.0,0.0,77.0,767.0,128937.0,2437,975,0.0,31.0,2009.0,122.0,6.2,1.85,580,0.0,0.0
Drama|Horror|Romance|Thriller,1668,105.0,233.0,350.0,261.0,8443.0,70612000.0,55472,9788,2.0,234.0,3990.0,392.0,12.0,3.7,616,117000000.0,-46388000.0
Drama|Horror|Sci-Fi,8419,1180.0,406.0,761.0,1488.0,21430.0,302041238.0,856817,27807,2.0,2621.0,8033.0,2924.0,26.5,8.4,23000,191650000.0,110391238.0
Drama|Horror|Sci-Fi|Thriller,19972,1916.0,1178.0,1832.0,3345.0,112802.0,201701659.0,703836,129581,13.0,3921.0,22075.0,7491.0,65.7,24.850000000000005,77387,289000000.0,-89994200.0
Drama|Horror|Thriller,44328,1829.0,1183.0,1496.0,3367.0,87935.0,309983306.0,338933,104663,11.0,2060.0,24115.0,5983.0,71.3,24.500000000000004,11774,134718750.0,180283306.0
Drama|Music,88080,3109.0,2836.0,3155.0,9398.0,134600.0,495603804.0,1315226,176012,46.0,4658.0,52177.0,13449.0,178.00000000000003,60.40000000000001,230271,311227000.0,190824500.0
Drama|Musical,17299,63.0,473.0,302.0,224.0,2270.0,1961286.0,9047,3852,6.0,106.0,8030.0,980.0,20.0,5.7,2882,702450000.0,-700583950.0
Drama|Musical|Romance,20734,1150.0,1201.0,1561.0,13220.0,33438.0,288234538.0,593806,68115,11.0,4386.0,17973.0,16189.0,60.4,18.6,159533,282000000.0,35734538.0
Drama|Musical|Romance|Thriller,881,153.0,143.0,541.0,530.0,18000.0,51225796.0,96654,20660,0.0,2047.0,2004.0,893.0,7.4,2.35,0,70000000.0,-18774204.0
Drama|Musical|Sci-Fi,4628,16.0,90.0,0.0,36.0,57.0,0.0,137,231,2.0,16.0,2014.0,40.0,5.4,0.0,48,1000000.0,0.0
Drama|Music|Musical,543,241.0,130.0,386.0,525.0,912.0,103338338.0,55901,2856,0.0,503.0,2006.0,549.0,6.5,2.35,0,70000000.0,33338338.0
Drama|Music|Musical|Romance,6163,353.0,353.0,17268.0,1018.0,24158.0,97446802.0,142881,28509,3.0,405.0,5995.0,1720.0,19.3,5.86,19932,92000000.0,19446802.0
Drama|Music|Mystery|Romance,3179,94.0,130.0,63.0,2.0,24.0,9473382.0,26832,29,3.0,247.0,1998.0,3.0,7.7,1.85,0,10000000.0,-526618.0
Drama|Music|Mystery|Romance|Sci-Fi,4918,25.0,89.0,0.0,31.0,236.0,0.0,374,518,3.0,10.0,2008.0,189.0,5.4,1.78,83,2500000.0,0.0
Drama|Music|Mystery|Romance|Thriller,1983,72.0,99.0,79.0,956.0,16000.0,10719367.0,7909,28987,3.0,157.0,2002.0,11000.0,4.9,2.35,261,25000000.0,-14280633.0
Drama|Music|Romance,62468,1777.0,2023.0,1672.0,4704.0,46892.0,674546219.0,633506,68633,8.0,2669.0,37996.0,7685.0,116.39999999999999,36.30000000000001,63410,211584500.0,464461719.0
Drama|Music|Romance|War,833,96.0,131.0,108.0,58.0,23000.0,25528495.0,28099,23325,2.0,220.0,2001.0,243.0,5.9,2.35,0,57000000.0,-31471505.0
Drama|Mystery,29082,1534.0,1069.0,2067.0,4366.0,63474.0,130678677.0,459689,92138,13.0,2081.0,16038.0,17392.0,72.2,33.30000000000001,48063,97450000.0,33228677.0
Drama|Mystery|Romance,11062,463.0,456.0,1272.0,2535.0,13569.0,68726144.0,111390,24007,6.0,590.0,8017.0,2856.0,25.5,7.9,914,90000000.0,-21273856.0
Drama|Mystery|Romance|Sci-Fi|Thriller,344,355.0,119.0,0.0,968.0,40000.0,23014504.0,172707,54031,1.0,462.0,2014.0,11000.0,6.3,2.35,37000,100000000.0,-76985496.0
Drama|Mystery|Romance|Thriller,27391,1988.0,1321.0,1777.0,12545.0,61659.0,303225615.0,1190753,100935,15.0,5509.0,24066.0,20237.0,80.7,24.700000000000006,55503,286000000.0,17225615.0
Drama|Mystery|Romance|Thriller|War,2278,149.0,101.0,176.0,83.0,3000.0,12987647.0,24019,3431,2.0,199.0,2002.0,268.0,7.1,2.35,983,30000000.0,-17012353.0
Drama|Mystery|Romance|War,2529,502.0,256.0,456.0,332.0,19226.0,57089555.0,255537,20904,2.0,820.0,4011.0,1052.0,15.5,4.2,12000,77000000.0,-19910445.0
Drama|Mystery|Sci-Fi,12858,734.0,542.0,94.0,2444.0,37430.0,59346900.0,470666,61758,1.0,1436.0,10008.0,13795.0,33.3,9.4,47000,69000000.0,-8653100.0
Drama|Mystery|Sci-Fi|Thriller,19143,2900.0,1509.0,24058.0,23251.0,86628.0,578018264.0,2286229,159854,11.0,6722.0,26060.0,39802.0,89.10000000000001,28.550000000000008,173892,615000000.0,-37387350.0
Drama|Mystery|Thriller,92520,6090.0,3961.0,46274.0,30518.0,164065.0,1228868074.0,4015831,265214,28.0,14804.0,72121.0,46203.0,250.40000000000003,91.51999999999997,258361,798710000.0,439274408.0
Drama|Mystery|War,3551,226.0,139.0,777.0,58.0,131.0,6857096.0,80429,343,0.0,156.0,2010.0,66.0,8.2,1.85,37000,6800000.0,57096.0
Drama|Romance,447275,19304.0,17363.0,79122.0,75940.0,1206615.0,3805566024.0,10365244,1690775,164.0,36970.0,298406.0,329007.0,1054.9000000000003,313.17000000000013,1486445,2621836600.0,1165758823.0
Drama|Romance|Sci-Fi,32697,1892.0,1018.0,652.0,13223.0,57711.0,74969371.0,934911,92924,14.0,2802.0,18051.0,16582.0,73.5,35.62000000000001,369785,78960000.0,-465287.0
Drama|Romance|Sci-Fi|Thriller,7659,180.0,183.0,195.0,193.0,1057.0,272875.0,23808,2038,0.0,190.0,4011.0,562.0,12.2,4.2,0,10000000.0,-9727125.0
Drama|Romance|Sport,10947,490.0,727.0,551.0,3019.0,47941.0,113819454.0,156077,63635,5.0,910.0,12019.0,6140.0,39.3,13.1,672,170000000.0,-56180546.0
Drama|Romance|Thriller,17405,814.0,651.0,12946.0,3078.0,24462.0,283686050.0,350661,34105,9.0,1512.0,12012.0,3804.0,40.2,12.1,26412,75000000.0,208686050.0
Drama|Romance|War,44719,1434.0,1751.0,14066.0,3757.0,59450.0,295300248.0,851980,74954,21.0,2938.0,27698.0,5326.0,99.99999999999999,25.110000000000007,46564,2603245000.0,-2304974807.0
Drama|Romance|War|Western,3119,152.0,281.0,380.0,918.0,12003.0,67159621.0,123276,26393,2.0,488.0,3993.0,11002.0,14.3,4.2,11633,65000000.0,2159621.0
Drama|Romance|Western,22129,617.0,1112.0,1428.0,4324.0,64687.0,170434432.0,130266,79875,13.0,1368.0,15864.0,5303.0,53.3,16.630000000000003,1702,192000000.0,-16565568.0
Drama|Sci-Fi,29827,2137.0,1243.0,18589.0,4415.0,69199.0,178585619.0,1038604,97057,9.0,3872.0,17918.0,15984.0,72.5,19.310000000000002,227756,198800870.0,-7215251.0
Drama|Sci-Fi|Thriller,46511,2917.0,1550.0,2213.0,4863.0,153494.0,521612923.0,2190099,198709,7.0,9743.0,30099.0,30570.0,95.30000000000001,27.550000000000008,139937,432082000.0,89605923.0
Drama|Sport,69321,3897.0,3065.0,49052.0,14906.0,245546.0,888917477.0,2555460,324076,23.0,6991.0,50076.0,42027.0,185.2,57.01000000000002,251981,431760000.0,422894055.0
Drama|Thriller,194333,9062.0,6869.0,36570.0,41188.0,689437.0,1170035721.0,3698670,947596,71.0,12390.0,126338.0,164098.0,410.59999999999985,126.72999999999988,497615,1075975000.0,159249773.0
Drama|Thriller|War,6827,654.0,360.0,719.0,10235.0,31000.0,20152914.0,127686,54117,4.0,648.0,6024.0,10831.0,20.2,7.050000000000001,12000,56000000.0,-36603538.0
Drama|War,59030,3148.0,3161.0,16982.0,13537.0,254368.0,502020267.0,1836812,363498,30.0,7043.0,43955.0,79272.0,166.70000000000005,44.41000000000002,230632,504150000.0,41436559.0
Drama|War|Western,3438,102.0,101.0,2.0,40.0,10000.0,0.0,4035,10218,0.0,19.0,2014.0,154.0,7.3,2.35,2000,7700000.0,0.0
Drama|Western,22100,1505.0,915.0,32958.0,4395.0,52630.0,269393432.0,1325944,88764,9.0,2251.0,16025.0,26354.0,57.2,17.28,209019,162100000.0,131515832.0
Family,23219,5.0,470.0,883.0,1091.0,2066.0,0.0,183,6136,12.0,10.0,10075.0,1593.0,29.3,17.85,307,6270000.0,0.0
Family|Fantasy|Music,2383,10.0,92.0,22.0,0.0,2.0,2119994.0,1153,2,0.0,15.0,1993.0,0.0,5.7,1.85,238,19000000.0,-16880006.0
Family|Fantasy|Musical,4094,104.0,89.0,21.0,124.0,240.0,0.0,128334,1011,1.0,349.0,1971.0,177.0,7.8,1.33,0,3000000.0,0.0
Family|Musical,3019,3.0,89.0,49.0,84.0,551.0,0.0,105,895,6.0,7.0,2015.0,85.0,2.8,0.0,634,12000000.0,0.0
Family|Music|Romance,2702,46.0,103.0,80.0,782.0,1000.0,10411980.0,22649,4676,0.0,212.0,2004.0,872.0,5.9,2.35,1000,15000000.0,-4588020.0
Family|Sci-Fi,7902,219.0,218.0,14000.0,548.0,1057.0,434949459.0,282051,3010,2.0,523.0,3997.0,728.0,11.3,4.2,34240,10850000.0,424449459.0
Fantasy,2209,77.0,91.0,80.0,1031.0,10473.0,12495865.0,7352,15258,1.0,37.0,4022.0,2031.0,13.2,0.0,25,0.0,0.0
Fantasy|Horror,60324,3142.0,1728.0,1688.0,6726.0,14739.0,573367617.0,1159896,44034,3.0,4913.0,35885.0,8936.0,113.80000000000001,36.13000000000001,134217,149475000.0,450097898.0
Fantasy|Horror|Mystery,8790,485.0,317.0,1135.0,1216.0,14528.0,73548.0,209493,19985,4.0,829.0,5960.0,1278.0,21.299999999999997,7.050000000000001,14000,20600000.0,-14926452.0
Fantasy|Horror|Mystery|Romance,802,212.0,130.0,91.0,1000.0,5000.0,31165421.0,107028,10247,3.0,457.0,2013.0,2000.0,6.0,2.35,44000,60000000.0,-28834579.0
Fantasy|Horror|Mystery|Thriller,27913,1947.0,929.0,711.0,3879.0,53376.0,245442189.0,684532,71702,3.0,3316.0,18047.0,5980.0,57.599999999999994,19.130000000000003,147000,166900000.0,78471560.0
